Position,rho_mol_v,rho_mass_v,muv_CO2,muv_H2O,muv_N2,muv_O2,muv_mix,Dv_CO2,Dv_H2O,Cpv_CO2,Cpv_H2O,Cpv_N2,Cpv_O2,kt_vap
0.56,38.059020980201176,0.9786036703589793,1.7205630977914173e-05,1.1561129048306878e-05,1.981270226154511e-05,2.304363473763004e-05,1.7578714774888203e-05,2.0916470364033937e-05,3.0867140204069127e-05,40.34476786966536,33.86318014835177,29.25531087507822,30.135932469730772,0.0267247147820193
0.5700000000000001,38.04802815046324,0.9774984402343785,1.7210183968113847e-05,1.1564852140786268e-05,1.9816954342635264e-05,2.3048750722300873e-05,1.7573696386135127e-05,2.093250169979354e-05,3.088809932252438e-05,40.35027678758701,33.863900185069156,29.255643385059564,30.137263489199565,0.026729275631372985
0.58,38.03748429670881,0.9764345686147894,1.721455303592017e-05,1.1568425310203482e-05,1.9821034483929874e-05,2.3053659858240254e-05,1.7568843876224465e-05,2.0947908462629513e-05,3.090827523233238e-05,40.35555991913984,33.86459159988929,29.25596262570224,30.138540127664637,0.02673365453716404
0.59,38.02737596380548,0.9754111443097964,1.7218743507358525e-05,1.1571852854513556e-05,1.9824947680418056e-05,2.3058368152317634e-05,1.7564155612462935e-05,2.0962706670035145e-05,3.092768541947731e-05,40.36062410364398,33.86525517871696,29.256268966234042,30.13976401673612,0.02673785654087261
0.6,38.01768979815629,0.9744272274717792,1.722276068617597e-05,1.1575139057985641e-05,1.9828698904606674e-05,2.306288158458964e-05,1.7559629652450492e-05,2.097691248825134e-05,3.094634779981727e-05,40.365476121669424,33.86589170845067,29.256562775835864,30.140936775503413,0.026741886716278494
0.61,38.00841252197849,0.9734818747015027,1.722660986344422e-05,1.157828819882324e-05,1.9832293115577165e-05,2.3067206119184408e-05,1.7555263938281035e-05,2.0990542144267268e-05,3.0964280504948476e-05,40.370122708364036,33.86650197826164,29.256844424259302,30.14206001366601,0.02674575013776264
0.62,37.99953101866015,0.9725741021988824,1.7230296281111647e-05,1.1581304519115495e-05,1.98357352250388e-05,2.3071347663444708e-05,1.7551055940022114e-05,2.100361202500157e-05,3.098150209426637e-05,40.374570511130074,33.86708677357959,29.25711427907746,30.14313532121455,0.026749451827481393
0.63,37.99103226046194,0.9717029281035855,1.723382516098603e-05,1.1584192248322718e-05,1.9839030124477166e-05,2.307531210058069e-05,1.75470030904557e-05,2.1016138505059496e-05,3.0998031292145575e-05,40.3788261262527,33.86764688045673,29.257372707724937,30.144164277198918,0.026752996843293783
0.64,37.98290338350839,0.9708673504741174,1.7237201672633066e-05,1.1586955576791915e-05,1.9842182655262264e-05,2.30791052536923e-05,1.754310251047216e-05,2.102813801185368e-05,3.101388704925087e-05,40.38289606174407,33.86818308025322,29.25762007507027,30.145148440662545,0.026756390166404888
0.65,37.975131711168046,0.9700663557725742,1.724043092269629e-05,1.158959864679855e-05,1.9845197598758574e-05,2.30827328738581e-05,1.7539351126442947e-05,2.1039626923391547e-05,3.1029088473644335e-05,40.38678672603166,33.86869614772051,29.257856742556434,30.146089347824788,0.02675963675970843
