Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.41000000000000003,3.845563487002966e-05,3.049871057724971e-05,3.9590283478867935e-05,0.006662155033920508,1.9431171515348258,0.05304109108229527,0.9169589089177047,230.00881101317964,109.47690493076276,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.42,3.858396295901988e-05,3.0540215684240605e-05,3.9639106484926804e-05,0.0066646533498695764,1.947311401686396,0.052951529575444196,0.9170484704245557,230.04064072331482,109.58912262167891,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.43,3.870897239629506e-05,3.058056296286443e-05,3.968663475941754e-05,0.006667080466156418,1.9513943595118497,0.052864278747177605,0.9171357212528224,230.07150763920035,109.69807859498893,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.44,3.883068751519737e-05,3.061976701142433e-05,3.9732881089515745e-05,0.006669437381245593,1.955367089175485,0.052779322426320045,0.91722067757368,230.10142751698345,109.80382323811975,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.45,3.8949131428756275e-05,3.065784178649461e-05,3.977785758769493e-05,0.006671725043779687,1.9592306050132806,0.05269664463340887,0.9173033553665911,230.130415733291,109.90640457424497,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.46,3.9064328245545894e-05,3.069480127486112e-05,3.982157642925661e-05,0.006673944410523781,1.9629859347171235,0.05261622961082593,0.9173837703891741,230.15848773701975,110.00587060996524,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.47000000000000003,3.917630277737963e-05,3.073065949342865e-05,3.9864049930453946e-05,0.0066760964255209105,1.9666341133469358,0.05253806005196998,0.9174619399480299,230.18565903303283,110.10226851721193,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.48,3.9285080424228455e-05,3.0765430361079816e-05,3.990529035032166e-05,0.00667818202888025,1.9701761850699564,0.05246211882054784,0.9175378811794521,230.21194504280018,110.19564511521655,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.49,3.9390688908639804e-05,3.079912831933497e-05,3.9945310649798174e-05,0.0066802021883348,1.9736132500933914,0.05238838708225996,0.9176116129177401,230.2373615410234,110.28604806973152,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.5,3.9493157316691584e-05,3.083176801609912e-05,3.998412415381921e-05,0.006682157873601766,1.9769464464990563,0.05231684447697054,0.9176831555230295,230.26192439531152,110.3735250494202,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.51,3.95925164823184e-05,3.0863364386483924e-05,4.002174459321532e-05,0.006684050077466203,1.9801769528933513,0.05224747029360878,0.9177525297063912,230.28564959539625,110.45812441285037,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.52,3.968880044746579e-05,3.0893933198415174e-05,4.00581868364368e-05,0.006685879828636276,1.983306041757369,0.052180240615315704,0.9178197593846843,230.3085536389273,110.53989594167328,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.53,3.978204438190349e-05,3.0923490307666384e-05,4.0093465952739375e-05,0.006687648163011124,1.9863350134848492,0.05211513130726614,0.9178848686927339,230.3306529575047,110.61888956719079,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.54,3.9872286845245914e-05,3.09520524329949e-05,4.01275981622117e-05,0.006689356164323822,1.989265263135814,0.052052115809557015,0.9179478841904429,230.35196447166948,110.69515703461411,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.55,3.995956862672627e-05,3.097963678027932e-05,4.0160600422346785e-05,0.0066910049355323,1.9920982540233532,0.0519911654850753,0.9180088345149247,230.37250529668432,110.76875088682984,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.56,4.004393239580828e-05,3.100626089470176e-05,4.0192490194156775e-05,0.006692595605348203,1.9948354962814812,0.05193225121379297,0.918067748786207,230.3922926256032,110.83972450211498,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.5700000000000001,4.012542444588259e-05,3.1031943284924375e-05,4.022328627115445e-05,0.006694129346683065,1.99747861071113,0.05187534045224379,0.9181246595477561,230.41134416903412,110.90813310099527,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.58,4.020409218968244e-05,3.105670256085181e-05,4.025300769131893e-05,0.006695607340347658,2.000029246897502,0.05182040041972771,0.9181795995802723,230.42967752292967,110.97403209243558,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.59,4.027998618537504e-05,3.108055812408276e-05,4.0281674589326276e-05,0.0066970308106476676,2.002489144257335,0.05176739608787991,0.91823260391212,230.44731066404867,111.03747855657099,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.6,4.03531589154783e-05,3.110352977939903e-05,4.030930775911278e-05,0.006698400996837225,2.0048601020826777,0.05171629062207409,0.9182837093779259,230.46426165832236,111.09853019538063,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.61,4.042366442554093e-05,3.1125637591792254e-05,4.033592842322504e-05,0.006699719158551297,2.0071439583395803,0.05166704684835752,0.9183329531516424,230.48054856696646,111.15724534094468,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
