table_id,mixture,T_K,co2_loading_mol_per_mol_mea,co2_loading_uncertainty,mea_wt_pct,sugar_wt_pct,water_wt_pct,property_or_metric,units,value,comparison_or_reference,source_locator,evidence_label,claim_scope,K_G_x10e4_mol_m2_kPa_s,D_CO2_x10e9_m2_s,H_CO2_kPa_m3_kmol,k_l_x10e5_m_s,k_g_x10e2_m_s,k_ov_s_1,Ha,E_inf,zotero_collection_key,zotero_parent_key,zotero_attachment_key,local_companion_locator
S1,30 wt% MEA / pure water comparison,313.15,,,,,,density,g/cm3,0.9922,water_this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,313.15,,,,,,density,g/cm3,0.9922,Spieweck_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,323.15,,,,,,density,g/cm3,0.9982,this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,323.15,,,,,,density,g/cm3,0.999,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,323.15,,,,,,density,g/cm3,0.9980,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,323.15,,,,,,density,g/cm3,0.9981,Han_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,323.15,,,,,,density,g/cm3,09880,water_this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,323.15,,,,,,density,g/cm3,0.9880,Spieweck_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,333.15,,,,,,density,g/cm3,0.9928,this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,333.15,,,,,,density,g/cm3,0.994,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,333.15,,,,,,density,g/cm3,0.9922,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,333.15,,,,,,density,g/cm3,0.9923,Han_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,333.15,,,,,,density,g/cm3,0.9832,water_this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,333.15,,,,,,density,g/cm3,0.9831,Spieweck_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,343.15,,,,,,density,g/cm3,0.9858,this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,343.15,,,,,,density,g/cm3,0.988,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,343.15,,,,,,density,g/cm3,0.9859,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,343.15,,,,,,density,g/cm3,0.9861,Han_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,343.15,,,,,,density,g/cm3,0.9779,water_this_work,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S1,30 wt% MEA / pure water comparison,343.15,,,,,,density,g/cm3,0.9777,Spieweck_et_al,"Ramezani2021 supplied SI PDF p. 2, Table S1",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,298.15,0,,0.300,0,0.700,density,g/cm3,1.0103,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,298.15,0.100,0.001,0.300,0,0.700,density,g/cm3,1.0418,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,298.15,0.200,0.003,0.300,0,0.700,density,g/cm3,1.0560,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,298.15,0.300,0.004,0.300,0,0.700,density,g/cm3,1.0825,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,298.15,0.400,0.005,0.300,0,0.700,density,g/cm3,1.1013,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,313.15,0,,0.300,0,0.700,density,g/cm3,1.0034,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,313.15,0.100,0.001,0.300,0,0.700,density,g/cm3,1.0350,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,313.15,0.200,0.003,0.300,0,0.700,density,g/cm3,1.0500,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,313.15,0.300,0.004,0.300,0,0.700,density,g/cm3,1.0762,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,313.15,0.400,0.005,0.300,0,0.700,density,g/cm3,1.0943,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,323.15,0,,0.300,0,0.700,density,g/cm3,0.9982,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,323.15,0.100,0.001,0.300,0,0.700,density,g/cm3,1.0305,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,323.15,0.200,0.003,0.300,0,0.700,density,g/cm3,1.0452,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,323.15,0.300,0.004,0.300,0,0.700,density,g/cm3,1.0721,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,323.15,0.400,0.005,0.300,0,0.700,density,g/cm3,1.0896,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,333.15,0,,0.300,0,0.700,density,g/cm3,0.9928,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,333.15,0.100,0.001,0.300,0,0.700,density,g/cm3,1.0260,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,333.15,0.200,0.003,0.300,0,0.700,density,g/cm3,1.0405,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,333.15,0.300,0.004,0.300,0,0.700,density,g/cm3,1.0682,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,333.15,0.400,0.005,0.300,0,0.700,density,g/cm3,1.0848,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,343.15,0,,0.300,0,0.700,density,g/cm3,0.9858,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,343.15,0.100,0.001,0.300,0,0.700,density,g/cm3,1.0180,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,343.15,0.200,0.003,0.300,0,0.700,density,g/cm3,1.0351,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,343.15,0.300,0.004,0.300,0,0.700,density,g/cm3,1.0637,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA,343.15,0.400,0.005,0.300,0,0.700,density,g/cm3,1.0799,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0,,0.300,0.030,0.670,density,g/cm3,1.0224,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.030,0.670,density,g/cm3,1.0613,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.030,0.670,density,g/cm3,1.0710,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.030,0.670,density,g/cm3,1.0905,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.030,0.670,density,g/cm3,1.1170,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0,,0.300,0.030,0.670,density,g/cm3,1.0150,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.030,0.670,density,g/cm3,1.0540,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.030,0.670,density,g/cm3,1.0642,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.300,0.004,0.300,0.030,0.670,density,g/cm3,1.0842,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,313.15,0.400,0.005,0.300,0.030,0.670,density,g/cm3,1.1097,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0,,0.300,0.030,0.670,density,g/cm3,1.0104,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.100,0.001,0.300,0.030,0.670,density,g/cm3,1.0505,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.200,0.003,0.300,0.030,0.670,density,g/cm3,1.0591,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.300,0.004,0.300,0.030,0.670,density,g/cm3,1.0800,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,323.15,0.400,0.005,0.300,0.030,0.670,density,g/cm3,1.1049,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0,,0.300,0.030,0.670,density,g/cm3,1.0051,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.100,0.001,0.300,0.030,0.670,density,g/cm3,1.0463,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.200,0.003,0.300,0.030,0.670,density,g/cm3,1.0541,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.300,0.004,0.300,0.030,0.670,density,g/cm3,1.0764,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,333.15,0.400,0.005,0.300,0.030,0.670,density,g/cm3,1.1007,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0,,0.300,0.030,0.670,density,g/cm3,0.9977,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.100,0.001,0.300,0.030,0.670,density,g/cm3,1.0375,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.200,0.003,0.300,0.030,0.670,density,g/cm3,1.0485,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.300,0.004,0.300,0.030,0.670,density,g/cm3,1.0724,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,343.15,0.400,0.005,0.300,0.030,0.670,density,g/cm3,1.0964,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0,,0.300,0.060,0.640,density,g/cm3,1.0343,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.060,0.640,density,g/cm3,1.0640,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.060,0.640,density,g/cm3,1.0810,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.060,0.640,density,g/cm3,1.1115,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S2,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.060,0.640,density,g/cm3,1.1387,,"Ramezani2021 supplied SI PDF p. 3, Table S2",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
