table_id,mixture,T_K,co2_loading_mol_per_mol_mea,co2_loading_uncertainty,mea_wt_pct,sugar_wt_pct,water_wt_pct,property_or_metric,units,value,comparison_or_reference,source_locator,evidence_label,claim_scope,K_G_x10e4_mol_m2_kPa_s,D_CO2_x10e9_m2_s,H_CO2_kPa_m3_kmol,k_l_x10e5_m_s,k_g_x10e2_m_s,k_ov_s_1,Ha,E_inf,zotero_collection_key,zotero_parent_key,zotero_attachment_key,local_companion_locator
S3,30 wt% MEA,343.15,,,,,,viscosity,mPa s,0.879,this_work,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,343.15,,,,,,viscosity,mPa s,0.889,Bernhardsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,343.15,,,,,,viscosity,mPa s,0.874,Hartono_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S3,30 wt% MEA,343.15,,,,,,viscosity,mPa s,0.920,Amundsen_et_al,"Ramezani2021 supplied SI PDF p. 3, Table S3",verified,retained_property_observation_or_comparison,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,298.15,0,,0.300,0,0.700,viscosity,mPa s,2.464,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,298.15,0.100,0.001,0.300,0,0.700,viscosity,mPa s,2.762,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,298.15,0.200,0.003,0.300,0,0.700,viscosity,mPa s,2.952,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,298.15,0.300,0.004,0.300,0,0.700,viscosity,mPa s,3.305,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,298.15,0.400,0.005,0.300,0,0.700,viscosity,mPa s,3.607,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,313.15,0,,0.300,0,0.700,viscosity,mPa s,1.647,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,313.15,0.100,0.001,0.300,0,0.700,viscosity,mPa s,1.868,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,313.15,0.200,0.003,0.300,0,0.700,viscosity,mPa s,1.999,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,313.15,0.300,0.004,0.300,0,0.700,viscosity,mPa s,2.256,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,313.15,0.400,0.005,0.300,0,0.700,viscosity,mPa s,2.466,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,323.15,0,,0.300,0,0.700,viscosity,mPa s,1.331,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,323.15,0.100,0.001,0.300,0,0.700,viscosity,mPa s,1.506,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,323.15,0.200,0.003,0.300,0,0.700,viscosity,mPa s,1.605,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,323.15,0.300,0.004,0.300,0,0.700,viscosity,mPa s,1.840,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,323.15,0.400,0.005,0.300,0,0.700,viscosity,mPa s,2.007,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,333.15,0,,0.300,0,0.700,viscosity,mPa s,1.096,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,333.15,0.100,0.001,0.300,0,0.700,viscosity,mPa s,1.264,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,333.15,0.200,0.003,0.300,0,0.700,viscosity,mPa s,1.331,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,333.15,0.300,0.004,0.300,0,0.700,viscosity,mPa s,1.547,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,333.15,0.400,0.005,0.300,0,0.700,viscosity,mPa s,1.705,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,343.15,0,,0.300,0,0.700,viscosity,mPa s,0.879,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,343.15,0.100,0.001,0.300,0,0.700,viscosity,mPa s,1.007,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,343.15,0.200,0.003,0.300,0,0.700,viscosity,mPa s,1.125,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,343.15,0.300,0.004,0.300,0,0.700,viscosity,mPa s,1.320,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA,343.15,0.400,0.005,0.300,0,0.700,viscosity,mPa s,1.454,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0,,0.300,0.030,0.670,viscosity,mPa s,2.805,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.030,0.670,viscosity,mPa s,3.310,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.030,0.670,viscosity,mPa s,3.463,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.030,0.670,viscosity,mPa s,3.826,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.030,0.670,viscosity,mPa s,4.288,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0,,0.300,0.030,0.670,viscosity,mPa s,1.856,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.030,0.670,viscosity,mPa s,2.209,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.030,0.670,viscosity,mPa s,2.308,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.300,0.004,0.300,0.030,0.670,viscosity,mPa s,2.547,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.400,0.005,0.300,0.030,0.670,viscosity,mPa s,2.895,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0,,0.300,0.030,0.670,viscosity,mPa s,1.484,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.100,0.001,0.300,0.030,0.670,viscosity,mPa s,1.790,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.200,0.003,0.300,0.030,0.670,viscosity,mPa s,1.831,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.300,0.004,0.300,0.030,0.670,viscosity,mPa s,2.058,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.400,0.005,0.300,0.030,0.670,viscosity,mPa s,2.360,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0,,0.300,0.030,0.670,viscosity,mPa s,1.220,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.100,0.001,0.300,0.030,0.670,viscosity,mPa s,1.497,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.200,0.003,0.300,0.030,0.670,viscosity,mPa s,1.503,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.300,0.004,0.300,0.030,0.670,viscosity,mPa s,1.736,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.400,0.005,0.300,0.030,0.670,viscosity,mPa s,2.016,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0,,0.300,0.030,0.670,viscosity,mPa s,0.964,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.100,0.001,0.300,0.030,0.670,viscosity,mPa s,1.172,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.200,0.003,0.300,0.030,0.670,viscosity,mPa s,1.256,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.300,0.004,0.300,0.030,0.670,viscosity,mPa s,1.483,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.400,0.005,0.300,0.030,0.670,viscosity,mPa s,1.744,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0,,0.300,0.060,0.640,viscosity,mPa s,3.254,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.060,0.640,viscosity,mPa s,3.709,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.060,0.640,viscosity,mPa s,3.997,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.060,0.640,viscosity,mPa s,4.615,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.060,0.640,viscosity,mPa s,5.361,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0,,0.300,0.060,0.640,viscosity,mPa s,2.121,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.060,0.640,viscosity,mPa s,2.433,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.060,0.640,viscosity,mPa s,2.649,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.300,0.004,0.300,0.060,0.640,viscosity,mPa s,3.074,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.400,0.005,0.300,0.060,0.640,viscosity,mPa s,3.590,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0,,0.300,0.060,0.640,viscosity,mPa s,1.697,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.100,0.001,0.300,0.060,0.640,viscosity,mPa s,1.966,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.200,0.003,0.300,0.060,0.640,viscosity,mPa s,2.103,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.300,0.004,0.300,0.060,0.640,viscosity,mPa s,2.492,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,323.15,0.400,0.005,0.300,0.060,0.640,viscosity,mPa s,2.874,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0,,0.300,0.060,0.640,viscosity,mPa s,1.392,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.100,0.001,0.300,0.060,0.640,viscosity,mPa s,1.641,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.200,0.003,0.300,0.060,0.640,viscosity,mPa s,1.737,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.300,0.004,0.300,0.060,0.640,viscosity,mPa s,2.095,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,333.15,0.400,0.005,0.300,0.060,0.640,viscosity,mPa s,2.405,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0,,0.300,0.060,0.640,viscosity,mPa s,1.084,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.100,0.001,0.300,0.060,0.640,viscosity,mPa s,1.257,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.200,0.003,0.300,0.060,0.640,viscosity,mPa s,1.450,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.300,0.004,0.300,0.060,0.640,viscosity,mPa s,1.792,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,343.15,0.400,0.005,0.300,0.060,0.640,viscosity,mPa s,2.050,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0,,0.300,0.100,0.600,viscosity,mPa s,4.030,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.100,0.001,0.300,0.100,0.600,viscosity,mPa s,4.560,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.200,0.003,0.300,0.100,0.600,viscosity,mPa s,5.127,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.300,0.004,0.300,0.100,0.600,viscosity,mPa s,5.784,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,298.15,0.400,0.005,0.300,0.100,0.600,viscosity,mPa s,7.082,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0,,0.300,0.100,0.600,viscosity,mPa s,2.580,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.100,0.001,0.300,0.100,0.600,viscosity,mPa s,2.947,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
S4,30 wt% MEA + sugar,313.15,0.200,0.003,0.300,0.100,0.600,viscosity,mPa s,3.297,,"Ramezani2021 supplied SI PDF p. 4, Table S4",verified,retained_property_observation,,,,,,,,,9T8XETPA,VMZKH34U,NCLG54A3,Downloads/Zotero-Supplements/Ramezani_2021_Supporting_Information.pdf
