Run #,lean_flow_rate,vapor_flow_rate,CO2_loading,w_MEA,y_CO2,T_liq,T_vap,P,Beds,VLE-bic_k_eq_coeff_1,VLE-bic_k_eq_coeff_2,VLE-bic_k_eq_coeff_3,VLE-car_k_eq_coeff_1,VLE-car_k_eq_coeff_2,VLE-car_k_eq_coeff_3,VLE-lwm_coeff_1,VLE-lwm_coeff_2,VLE-lwm_coeff_3,VLE-lwm_coeff_4,surface_tension-surf_tens_CO2_coeff_1,surface_tension-surf_tens_CO2_coeff_2,surface_tension-surf_tens_CO2_coeff_3,surface_tension-surf_tens_CO2_coeff_4,surface_tension-surf_tens_CO2_coeff_5,surface_tension-surf_tens_CO2_coeff_6,surface_tension-surf_tens_F_coeff_a,surface_tension-surf_tens_F_coeff_b,surface_tension-surf_tens_F_coeff_c,surface_tension-surf_tens_F_coeff_d,surface_tension-surf_tens_F_coeff_e,surface_tension-surf_tens_F_coeff_f,surface_tension-surf_tens_F_coeff_g,surface_tension-surf_tens_F_coeff_h,surface_tension-surf_tens_F_coeff_i,surface_tension-surf_tens_F_coeff_j,molar_volume-vol_mol_liq_comp_coeff_a,molar_volume-vol_mol_liq_comp_coeff_b,molar_volume-vol_mol_liq_comp_coeff_c,molar_volume-vol_mol_liq_comp_coeff_d,molar_volume-vol_mol_liq_comp_coeff_e,viscosity-visc_d_coeff_a,viscosity-visc_d_coeff_b,viscosity-visc_d_coeff_c,viscosity-visc_d_coeff_d,viscosity-visc_d_coeff_e,viscosity-visc_d_coeff_f,viscosity-visc_d_coeff_g
85,2.3401,0.7566,0.1186,0.2816,0.0965,314.2379,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.5259,0.0425,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
86,1.8758,0.7586,0.2561,0.3154,0.1047,318.843,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.1953,0.0457,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
87,2.2921,0.7235,0.2017,0.2911,0.1015,315.5499,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8878,0.0592,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
88,1.2088,0.5469,0.1979,0.3276,0.0908,320.7999,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8288,0.0312,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
89,1.7259,0.6632,0.2618,0.3243,0.1051,317.7131,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8616,0.0248,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
90,1.4782,0.6473,0.2314,0.3183,0.1068,318.7625,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.6912,0.0554,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
91,1.5991,0.5005,0.2804,0.2802,0.1057,318.3269,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8513,0.0421,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
92,1.2712,0.5261,0.2316,0.2721,0.1041,317.2811,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.347,0.0323,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
93,2.0061,0.6171,0.2432,0.2745,0.0947,321.9942,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.6989,0.0304,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
94,1.3966,0.6265,0.2451,0.3066,0.0977,317.3449,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.277,0.0505,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
95,2.089,0.7707,0.1331,0.2825,0.1008,319.3435,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.5398,0.0528,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
96,1.195,0.5662,0.2505,0.3167,0.1006,321.6756,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.7072,0.0351,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
97,1.5255,0.7496,0.288,0.2981,0.1063,318.6923,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.4633,0.0233,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
98,1.1689,0.6917,0.1135,0.2854,0.1063,319.3252,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.2992,0.0544,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
99,1.1749,0.6726,0.2276,0.3021,0.106,316.7078,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.6409,0.0235,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
100,1.2573,0.7191,0.2935,0.3026,0.1055,315.1731,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.2922,0.0482,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
101,1.124,0.4331,0.1402,0.2884,0.1044,316.8349,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.3739,0.0418,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
102,1.6665,0.7923,0.2851,0.2965,0.0948,318.6172,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.5858,0.0356,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
103,1.5197,0.5486,0.1039,0.2818,0.0925,317.8715,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.156,0.0549,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
104,1.0437,0.4033,0.2516,0.2821,0.1066,315.5838,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.9252,0.0337,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
105,1.6812,0.7777,0.1558,0.285,0.0926,314.5537,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.3068,0.0473,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
106,1.8646,0.7987,0.1698,0.3022,0.107,319.7869,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.082,0.0408,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
107,2.2684,0.677,0.2836,0.3229,0.0934,321.7927,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.479,0.0296,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
108,1.9108,0.7726,0.2392,0.3007,0.1086,318.4463,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.1351,0.0475,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
109,1.5804,0.5352,0.1962,0.2724,0.0995,319.2425,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.0194,0.0374,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
110,1.7502,0.5731,0.1997,0.2882,0.0962,319.0076,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.2062,0.0301,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
111,1.8556,0.7576,0.2624,0.2913,0.096,319.6664,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.6119,0.0204,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
112,2.2873,0.6909,0.1245,0.2888,0.1082,315.7431,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.9443,0.0441,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
113,1.3228,0.7281,0.2784,0.323,0.1038,317.7301,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.5889,0.0427,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
114,1.8477,0.752,0.1568,0.2826,0.1042,316.4096,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.143,0.0351,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
115,2.6041,0.7866,0.1816,0.2918,0.0949,318.2851,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.9539,0.0467,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
116,1.4568,0.7629,0.1508,0.3253,0.0939,319.1957,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.3137,0.0353,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
117,1.7025,0.7847,0.1528,0.2855,0.0944,315.0414,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.5299,0.0246,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
118,1.6237,0.6079,0.1969,0.2748,0.0945,317.8969,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.4606,0.0305,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
119,1.4256,0.7414,0.1212,0.3223,0.1016,320.0229,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.8097,0.0449,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
120,1.4845,0.502,0.2702,0.3156,0.0948,321.1292,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.9773,0.0472,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
121,1.9454,0.7906,0.2499,0.3196,0.0953,317.6165,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.7343,0.0204,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
122,1.3497,0.4183,0.2146,0.3159,0.1003,317.1535,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.8983,0.0301,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
123,1.7685,0.5826,0.2252,0.2716,0.0941,316.0324,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.9308,0.0309,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
124,2.3546,0.7996,0.271,0.281,0.1022,314.3539,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.5112,0.0352,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
125,2.3999,0.7876,0.161,0.3029,0.0957,316.696,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.3088,0.0501,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
126,1.2807,0.6426,0.2354,0.2959,0.0921,317.8299,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.1732,0.0511,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
127,1.7407,0.531,0.1709,0.3248,0.0993,314.9408,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-3.2689,0.043,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
128,1.3025,0.666,0.1207,0.309,0.1064,318.7437,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-0.9466,0.0228,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
129,1.8995,0.7294,0.1147,0.3097,0.0922,318.529,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-2.9262,0.0494,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
130,2.1218,0.7595,0.1171,0.286,0.0906,321.8026,317,107560,1,366.061868,-13326.25411,-55.68643292,164.039636,-707.0056712,-26.40136817,-1.5773,0.0406,-0.00032721,-0.111102655,-0.005899349,0.001750205,0.129650183,1.26E-05,-5.74E-06,-0.00018969,1070.656683,-2578.781342,3399.241133,-2352.474101,2960.247537,3.066848949,-1.794353728,-7.212421908,2.975023224,-10.57385293,-10.57920122,-2.020494157,3.15067933,192.0126008,-695.3848617,-0.085404188,2.729133736,35.11588925,1805.527599,0.007160257,0.01064884,-0.085404188
