check,state,item,exact,reference,defect,criterion,status
N4,S2@0.168,dt/de_CO2:carbamate-anion,-1.6764514266014348,-1.6764514126765897,8.306142864533434e-09,5e-05,pass
N4,S2@0.168,dt/de_CO2:bicarbonate-anion,-1.0452056011333188,-1.0452055774950098,2.2615941841761418e-08,5e-05,pass
N4,S2@0.168,dt/de_CO2:carbonate-anion,-1.3519386137821479,-1.3519386031853682,7.838210676089067e-09,5e-05,pass
N4,S2@0.168,dt/de_CO2:hydronium-cation,0.3194103907653739,0.31941040374037594,4.0621726359897354e-08,5e-05,pass
N4,S2@0.168,dt/de_CO2:hydroxide-anion,-0.29405563453228134,-0.294055647640759,4.4578220965530303e-08,5e-05,pass
N4,S2@0.168,control: dt/de_CO2:carbamate-anion set to zero,0.0,-1.6764514126765897,1.0,5e-05,control-fails
N4,S2@0.168,control: chain term D ln a[e_CO2] omitted,,,1.4882014829782813,5e-05,control-fails
N4,S2@0.168,dt/de_MEA:carbon-dioxide,0.30198603809501157,0.30198605212959806,4.647428712018273e-08,5e-05,pass
N4,S2@0.168,dt/de_MEA:monoethanolamine,0.2805664731137797,0.2805664633819341,3.4686416730933024e-08,5e-05,pass
N4,S2@0.168,dt/de_MEA:water,0.00304815032517063,0.0030481503146891505,3.438635986270298e-09,5e-05,pass
N4,S2@0.168,dt/de_MEA:protonated-monoethanolamine,0.14085803343851147,0.14085803233242727,7.852475073343389e-09,5e-05,pass
N4,S2@0.168,dt/de_MEA:carbamate-anion,0.7222609508840541,0.7222609465616306,5.98457304648543e-09,5e-05,pass
N4,S2@0.168,dt/de_MEA:bicarbonate-anion,0.44474262809544524,0.44474263349420123,1.2139056594132644e-08,5e-05,pass
N4,S2@0.168,dt/de_MEA:carbonate-anion,0.5844510677707127,0.5844510645439435,5.521025391382693e-09,5e-05,pass
N4,S2@0.168,dt/de_MEA:hydronium-cation,-0.1366602893500959,-0.13666028073504435,6.303990408799178e-08,5e-05,pass
N4,S2@0.168,dt/de_MEA:hydroxide-anion,0.14275659000043678,0.1427565813645027,6.04941185477566e-08,5e-05,pass
N4,S2@0.168,control: dt/de_MEA:carbamate-anion set to zero,0.0,0.7222609465616306,1.0,5e-05,control-fails
N4,S2@0.168,dt/de_H2O:carbon-dioxide,0.008651896532093918,0.008651896525620312,7.482297493002956e-10,5e-05,pass
N4,S2@0.168,dt/de_H2O:monoethanolamine,0.003048150325170791,0.003048150324406961,2.5058802552736885e-10,5e-05,pass
N4,S2@0.168,dt/de_H2O:water,-0.001187463461816205,-0.001187463460299137,1.2775702049527506e-09,5e-05,pass
N4,S2@0.168,dt/de_H2O:protonated-monoethanolamine,0.0016111111357206623,0.0016111111356130825,6.677363301589896e-11,5e-05,pass
N4,S2@0.168,dt/de_H2O:carbamate-anion,0.013137086046714805,0.013137086038835207,5.997980060202856e-10,5e-05,pass
N4,S2@0.168,dt/de_H2O:bicarbonate-anion,0.008901472259727834,0.00890147225413759,6.280133648386879e-10,5e-05,pass
N4,S2@0.168,dt/de_H2O:carbonate-anion,0.010338511449177938,0.01033851144292573,6.047492539059772e-10,5e-05,pass
N4,S2@0.168,dt/de_H2O:hydronium-cation,-0.002624502651266285,-0.0026245026490996602,8.255373456453397e-10,5e-05,pass
N4,S2@0.168,dt/de_H2O:hydroxide-anion,0.0002495757276339014,0.0002495757284945163,3.4483117236228425e-09,5e-05,pass
N4,S2@0.168,control: dt/de_H2O:carbamate-anion set to zero,0.0,0.013137086038835207,1.0,5e-05,control-fails
N5,S2@0.168 q=0.000,M charge = 0,7.417742143069276e-22,0.0,7.417742143069276e-22,1e-12,pass
N5,S2@0.168 q=0.000,M MEA = 0,1.164670302474663e-21,0.0,1.164670302474663e-21,1e-12,pass
N5,S2@0.168 q=0.000,M water = 0,1.3758081538288233e-21,0.0,1.3758081538288233e-21,1e-12,pass
N5,S2@0.168 q=0.000,M total = 0,1.563140959321858e-21,0.0,1.563140959321858e-21,1e-12,pass
N5,S2@0.168 q=0.000,t^T M t >= 0,1.7251909965162325e-05,0.0,,,pass
N5,S2@0.168 q=0.000,g > 0,2.170790579976806e-06,0.0,,,pass
N5,S2@0.168 q=0.125,M charge = 0,6.963309794047956e-22,0.0,6.963309794047956e-22,1e-12,pass
N5,S2@0.168 q=0.125,M MEA = 0,7.411538288475128e-22,0.0,7.411538288475128e-22,1e-12,pass
N5,S2@0.168 q=0.125,M water = 0,4.756443618544763e-21,0.0,4.756443618544763e-21,1e-12,pass
N5,S2@0.168 q=0.125,M total = 0,2.5594519116039213e-21,0.0,2.5594519116039213e-21,1e-12,pass
N5,S2@0.168 q=0.125,t^T M t >= 0,1.7887953901027005e-05,0.0,,,pass
N5,S2@0.168 q=0.125,g > 0,2.1990020910421218e-06,0.0,,,pass
N5,S2@0.168 q=0.250,M charge = 0,1.5175813032199238e-22,0.0,1.5175813032199238e-22,1e-12,pass
N5,S2@0.168 q=0.250,M MEA = 0,5.851171922818946e-22,0.0,5.851171922818946e-22,1e-12,pass
N5,S2@0.168 q=0.250,M water = 0,6.74972917494735e-22,0.0,6.74972917494735e-22,1e-12,pass
N5,S2@0.168 q=0.250,M total = 0,1.686390242790327e-21,0.0,1.686390242790327e-21,1e-12,pass
N5,S2@0.168 q=0.250,t^T M t >= 0,1.847214775113967e-05,0.0,,,pass
N5,S2@0.168 q=0.250,g > 0,2.224002872539796e-06,0.0,,,pass
N5,S2@0.168 q=0.375,M charge = 0,7.766209521488884e-22,0.0,7.766209521488884e-22,1e-12,pass
N5,S2@0.168 q=0.375,M MEA = 0,2.4352197233561135e-21,0.0,2.4352197233561135e-21,1e-12,pass
N5,S2@0.168 q=0.375,M water = 0,4.881470675662446e-21,0.0,4.881470675662446e-21,1e-12,pass
N5,S2@0.168 q=0.375,M total = 0,2.0227344786791822e-21,0.0,2.0227344786791822e-21,1e-12,pass
N5,S2@0.168 q=0.375,t^T M t >= 0,1.8984207640987036e-05,0.0,,,pass
N5,S2@0.168 q=0.375,g > 0,2.245368829167695e-06,0.0,,,pass
N5,S2@0.168 q=0.500,M charge = 0,6.4305600658475985e-22,0.0,6.430560065847599e-22,1e-12,pass
N5,S2@0.168 q=0.500,M MEA = 0,1.0058516248644817e-21,0.0,1.0058516248644817e-21,1e-12,pass
N5,S2@0.168 q=0.500,M water = 0,9.0321921811215e-22,0.0,9.0321921811215e-22,1e-12,pass
N5,S2@0.168 q=0.500,M total = 0,1.416760674983402e-21,0.0,1.416760674983402e-21,1e-12,pass
N5,S2@0.168 q=0.500,t^T M t >= 0,1.9402752366968082e-05,0.0,,,pass
N5,S2@0.168 q=0.500,g > 0,2.262702222913434e-06,0.0,,,pass
N5,S2@0.168 q=0.625,M charge = 0,1.325333593148956e-21,0.0,1.325333593148956e-21,1e-12,pass
N5,S2@0.168 q=0.625,M MEA = 0,1.5127550128203661e-21,0.0,1.5127550128203661e-21,1e-12,pass
N5,S2@0.168 q=0.625,M water = 0,2.77997309303173e-21,0.0,2.77997309303173e-21,1e-12,pass
N5,S2@0.168 q=0.625,M total = 0,9.220410368972912e-22,0.0,9.220410368972912e-22,1e-12,pass
N5,S2@0.168 q=0.625,t^T M t >= 0,1.970689641633774e-05,0.0,,,pass
N5,S2@0.168 q=0.625,g > 0,2.275658149396858e-06,0.0,,,pass
N5,S2@0.168 q=0.750,M charge = 0,4.705656021403714e-22,0.0,4.705656021403714e-22,1e-12,pass
N5,S2@0.168 q=0.750,M MEA = 0,9.529120656610879e-22,0.0,9.529120656610879e-22,1e-12,pass
N5,S2@0.168 q=0.750,M water = 0,1.3569860388712864e-21,0.0,1.3569860388712864e-21,1e-12,pass
N5,S2@0.168 q=0.750,M total = 0,6.426348005750524e-22,0.0,6.426348005750524e-22,1e-12,pass
N5,S2@0.168 q=0.750,t^T M t >= 0,1.9878301655820347e-05,0.0,,,pass
N5,S2@0.168 q=0.750,g > 0,2.2839726884317463e-06,0.0,,,pass
N5,S2@0.168 q=0.875,M charge = 0,1.0267702470741235e-21,0.0,1.0267702470741235e-21,1e-12,pass
N5,S2@0.168 q=0.875,M MEA = 0,8.999725064576941e-22,0.0,8.999725064576941e-22,1e-12,pass
N5,S2@0.168 q=0.875,M water = 0,1.2496307986718087e-21,0.0,1.2496307986718087e-21,1e-12,pass
N5,S2@0.168 q=0.875,M total = 0,2.096663745926109e-21,0.0,2.096663745926109e-21,1e-12,pass
N5,S2@0.168 q=0.875,t^T M t >= 0,1.9903415781546026e-05,0.0,,,pass
N5,S2@0.168 q=0.875,g > 0,2.287488452744821e-06,0.0,,,pass
N5,S2@0.168 q=1.000,M charge = 0,5.907932576281114e-22,0.0,5.907932576281114e-22,1e-12,pass
N5,S2@0.168 q=1.000,M MEA = 0,6.352747104407253e-22,0.0,6.352747104407253e-22,1e-12,pass
N5,S2@0.168 q=1.000,M water = 0,5.726290276771656e-22,0.0,5.726290276771656e-22,1e-12,pass
N5,S2@0.168 q=1.000,M total = 0,6.580868007712892e-22,0.0,6.580868007712892e-22,1e-12,pass
N5,S2@0.168 q=1.000,t^T M t >= 0,1.9775466068778832e-05,0.0,,,pass
N5,S2@0.168 q=1.000,g > 0,2.2861724203438485e-06,0.0,,,pass
C1,S1,sum_j F_j dH_L/dF_j = H_L,-23637596.710761685,-23637596.71076168,1.576002139323187e-16,5e-06,pass
C1,S1,control: water term omitted,-1757831.9376756963,-23637596.71076168,0.9256340668137638,5e-06,control-fails
C2,S1,dH_L/dT,6437.287976497568,6437.287976490334,1.1237839419820159e-12,5e-06,pass
C2,S1,control: dH_L/dT set to zero,0.0,6437.287976490334,1.0,5e-06,control-fails
C2,S1,dH_L/dP,0.0015765629670732686,0.00157656278150777,1.1770256081721077e-07,5e-06,pass
C2,S1,control: dH_L/dP set to zero,0.0,0.00157656278150777,1.0,5e-06,control-fails
C2,S1,dH_L/dF_CO2,-475209.7631549839,-475209.76315395784,2.1592246753734272e-12,5e-06,pass
C2,S1,control: dH_L/dF_CO2 set to zero,0.0,-475209.76315395784,1.0,5e-06,control-fails
C2,S1,dH_L/dF_MEA,-61871.9328688891,-61871.93286864561,3.935385727719551e-12,5e-06,pass
C2,S1,control: dH_L/dF_MEA set to zero,0.0,-61871.93286864561,1.0,5e-06,control-fails
C2,S1,dH_L/dF_H2O,-284244.3657816898,-284244.3657816362,1.886027030082889e-13,5e-06,pass
C2,S1,control: dH_L/dF_H2O set to zero,0.0,-284244.3657816362,1.0,5e-06,control-fails
C1,S2,sum_j F_j dH_L/dF_j = H_L,-24080989.923534736,-24080989.923534974,9.900696767808115e-15,5e-06,pass
C1,S2,control: water term omitted,-2513880.7414356936,-24080989.923534974,0.8956072508057981,5e-06,control-fails
C2,S2,dH_L/dT,6307.3994054203895,6307.399404613922,1.2786048418989247e-10,5e-06,pass
C2,S2,control: dH_L/dT set to zero,0.0,6307.399404613922,1.0,5e-06,control-fails
C2,S2,dH_L/dP,0.0014305639299716855,0.001430563818042477,7.82413188101261e-08,5e-06,pass
C2,S2,control: dH_L/dP set to zero,0.0,0.001430563818042477,1.0,5e-06,control-fails
C2,S2,dH_L/dF_CO2,-471844.18645829655,-471844.18644988217,1.7832969628148035e-11,5e-06,pass
C2,S2,control: dH_L/dF_CO2 set to zero,0.0,-471844.18644988217,1.0,5e-06,control-fails
C2,S2,dH_L/dF_MEA,-62091.49619204426,-62091.49618794734,6.598193570489097e-11,5e-06,pass
C2,S2,control: dH_L/dF_MEA set to zero,0.0,-62091.49618794734,1.0,5e-06,control-fails
C2,S2,dH_L/dF_H2O,-283441.35226479947,-283441.35226443503,1.2857621587930836e-12,5e-06,pass
C2,S2,control: dH_L/dF_H2O set to zero,0.0,-283441.35226443503,1.0,5e-06,control-fails
C1,V1,sum_i F_i dH_V/dF_i = H_V,-1018201.2840511894,-1018201.2840511898,3.371924165253654e-16,5e-06,pass
C1,V1,control: oxygen term omitted,-1019076.9135392022,-1018201.2840511898,0.0008454088299554003,5e-06,control-fails
C2,V1,dH_V/dT,591.4414572173098,591.4414572173458,6.093371899783581e-14,5e-06,pass
C2,V1,control: dH_V/dT set to zero,0.0,591.4414572173458,1.0,5e-06,control-fails
C2,V1,dCp_V/dT,-0.0024052187481467054,-0.002405218748077568,2.8744746891869247e-11,5e-05,pass
C2,V1,dhbar_CO2/dT,37.96863263929511,37.96863263899771,7.832719836863504e-12,5e-05,pass
C2,V1,dhbar_H2O/dT,38.93321731677633,38.933217316613685,4.177492727923206e-12,5e-05,pass
C2,V1,control: dhbar_H2O/dT set to zero,0.0,38.933217316613685,1.0,5e-05,control-fails
C2,V1,dCp_V/dP,2.5087943133577334e-06,2.5087943133517144e-06,2.3991668392827693e-12,5e-05,pass
C2,V1,dhbar_CO2/dP,-0.00022616509144591233,-0.00022616509178381724,1.4940630889216334e-09,5e-05,pass
C2,V1,dhbar_H2O/dP,-0.001982440833572503,-0.001982440833138147,2.1910167645431534e-10,5e-05,pass
C2,V1,control: dhbar_H2O/dP set to zero,0.0,-0.001982440833138147,1.0,5e-05,control-fails
C2,V1,dH_V/dF_CO2,-392839.1758982339,-392839.17589825945,6.504739015039108e-14,5e-06,pass
C2,V1,control: dH_V/dF_CO2 set to zero,0.0,-392839.17589825945,1.0,5e-06,control-fails
C2,V1,dCp_V/dF_CO2,0.3824592129146318,0.3824592129134266,3.151192502848272e-12,5e-05,pass
C2,V1,dhbar_CO2/dF_CO2,-1.3094892611006799,-1.3094892611294113,2.1940967755240734e-11,5e-05,pass
C2,V1,dhbar_H2O/dF_CO2,7.1213387117568345,7.121338719393986,1.072431976163036e-09,5e-05,pass
C2,V1,control: dhbar_H2O/dF_CO2 set to zero,0.0,7.121338719393986,1.0,5e-05,control-fails
C2,V1,dH_V/dF_H2O,-241421.45110062274,-241421.4511006296,2.845026387040568e-14,5e-06,pass
C2,V1,control: dH_V/dF_H2O set to zero,0.0,-241421.4511006296,1.0,5e-06,control-fails
C2,V1,dCp_V/dF_H2O,0.4323141383838862,0.43231413837382443,2.3274243993818768e-11,5e-05,pass
C2,V1,dhbar_CO2/dF_H2O,7.1213387117604725,7.121338721070977,1.3074092852694162e-09,5e-05,pass
C2,V1,dhbar_H2O/dF_H2O,-104.33336334889827,-104.33336335395789,4.8494732071281103e-11,5e-05,pass
C2,V1,control: dhbar_H2O/dF_H2O set to zero,0.0,-104.33336335395789,1.0,5e-05,control-fails
C2,V1,dH_V/dF_N2,543.4794018542016,543.4794018561357,3.558836201615315e-12,5e-06,pass
C2,V1,control: dH_V/dF_N2 set to zero,0.0,543.4794018561357,1.0,5e-06,control-fails
C2,V1,dCp_V/dF_N2,-0.08290841345120592,-0.08290841344568493,6.659138941362427e-11,5e-05,pass
C2,V1,dhbar_CO2/dF_N2,-0.5518072637783007,-0.5518072648130997,1.875290686136611e-09,5e-05,pass
C2,V1,dhbar_H2O/dF_N2,9.378918263108517,9.378918262439315,7.135168089362795e-11,5e-05,pass
C2,V1,control: dhbar_H2O/dF_N2 set to zero,0.0,9.378918262439315,1.0,5e-05,control-fails
C2,V1,dH_V/dF_O2,547.033444953784,547.0334449521245,3.033818996570423e-12,5e-06,pass
C2,V1,control: dH_V/dF_O2 set to zero,0.0,547.0334449521245,1.0,5e-06,control-fails
C2,V1,dCp_V/dF_O2,-0.06456175669095632,-0.06456175669341381,3.806421430670721e-11,5e-05,pass
C2,V1,dhbar_CO2/dF_O2,-0.5887540341777822,-0.5887540472511231,2.2205097402524377e-08,5e-05,pass
C2,V1,dhbar_H2O/dF_O2,9.340434079141687,9.340434078628602,5.493156758046048e-11,5e-05,pass
C2,V1,control: dhbar_H2O/dF_O2 set to zero,0.0,9.340434078628602,1.0,5e-05,control-fails
C1,V2,sum_i F_i dH_V/dF_i = H_V,-590174.7198383037,-590174.7198383037,0.0,5e-06,pass
C1,V2,control: oxygen term omitted,-591667.7958575202,-590174.7198383037,0.0024081119821225514,5e-06,control-fails
C2,V2,dH_V/dT,562.842883333346,562.8428833324384,1.6124606926834917e-12,5e-06,pass
C2,V2,control: dH_V/dT set to zero,0.0,562.8428833324384,1.0,5e-06,control-fails
C2,V2,dCp_V/dT,-0.009759344979920424,-0.009759344979958229,3.873705539623661e-12,5e-05,pass
C2,V2,dhbar_CO2/dT,38.37279791968472,38.372797918806704,2.288125198523365e-11,5e-05,pass
C2,V2,dhbar_H2O/dT,39.12440848655702,39.12440848633802,5.597617714558591e-12,5e-05,pass
C2,V2,control: dhbar_H2O/dT set to zero,0.0,39.12440848633802,1.0,5e-05,control-fails
C2,V2,dCp_V/dP,3.8088753239179813e-06,3.808875323742337e-06,4.611443671350346e-11,5e-05,pass
C2,V2,dhbar_CO2/dP,-0.0001516789811124409,-0.000151678981637815,3.4637239640781075e-09,5e-05,pass
C2,V2,dhbar_H2O/dP,-0.0021513505237828155,-0.002151350524072768,1.3477697871733751e-10,5e-05,pass
C2,V2,control: dhbar_H2O/dP set to zero,0.0,-0.002151350524072768,1.0,5e-05,control-fails
C2,V2,dH_V/dF_CO2,-392339.9999953503,-392339.9999942971,2.684430383291943e-12,5e-06,pass
C2,V2,control: dH_V/dF_CO2 set to zero,0.0,-392339.9999942971,1.0,5e-06,control-fails
C2,V2,dCp_V/dF_CO2,0.4372796689896247,0.4372796689170946,1.6586672945802194e-10,5e-05,pass
C2,V2,dhbar_CO2/dF_CO2,-1.9704782156732108,-1.970478359354325,7.29168698734839e-08,5e-05,pass
C2,V2,dhbar_H2O/dF_CO2,8.452564578961756,8.452564799488188,2.6089883710067127e-08,5e-05,pass
C2,V2,control: dhbar_H2O/dF_CO2 set to zero,0.0,8.452564799488188,1.0,5e-05,control-fails
C2,V2,dH_V/dF_H2O,-241006.8497113986,-241006.84971135642,1.7498029778948896e-13,5e-06,pass
C2,V2,control: dH_V/dF_H2O set to zero,0.0,-241006.84971135642,1.0,5e-06,control-fails
C2,V2,dCp_V/dF_H2O,0.4776505223194636,0.47765052231365884,1.2152704334779421e-11,5e-05,pass
C2,V2,dhbar_CO2/dF_H2O,8.452564578967213,8.452564591638957,1.4991597408309558e-09,5e-05,pass
C2,V2,dhbar_H2O/dF_H2O,-68.88530949412234,-68.88530948066023,1.9542792651771564e-10,5e-05,pass
C2,V2,control: dhbar_H2O/dF_H2O set to zero,0.0,-68.88530948066023,1.0,5e-05,control-fails
C2,V2,dH_V/dF_N2,924.1986290526911,924.1986290484397,4.6001290737633924e-12,5e-06,pass
C2,V2,control: dH_V/dF_N2 set to zero,0.0,924.1986290484397,1.0,5e-06,control-fails
C2,V2,dCp_V/dF_N2,-0.07577524889874047,-0.07577524888955689,1.2119504167818631e-10,5e-05,pass
C2,V2,dhbar_CO2/dF_N2,-1.2739255449223492,-1.2739255455673117,5.062796095686177e-10,5e-05,pass
C2,V2,dhbar_H2O/dF_N2,10.434392206577286,10.434392205751267,7.916305506499115e-11,5e-05,pass
C2,V2,control: dhbar_H2O/dF_N2 set to zero,0.0,10.434392205751267,1.0,5e-05,control-fails
C2,V2,dH_V/dF_O2,932.7718282117894,932.7718282103918,1.4982788435957204e-12,5e-06,pass
C2,V2,control: dH_V/dF_O2 set to zero,0.0,932.7718282103918,1.0,5e-06,control-fails
C2,V2,dCp_V/dF_O2,-0.053063505084353,-0.05306350508871854,8.227015238249358e-11,5e-05,pass
C2,V2,dhbar_CO2/dF_O2,-1.3113588443995923,-1.3113588527564133,6.372642389534596e-09,5e-05,pass
C2,V2,dhbar_H2O/dF_O2,10.396548022515844,10.39654801435571,7.848887808003145e-10,5e-05,pass
C2,V2,control: dhbar_H2O/dF_O2 set to zero,0.0,10.39654801435571,1.0,5e-05,control-fails
C4,water 313.15 K,dh_vap kJ/mol vs IAPWS-95,43.16076404409278,43.34435,0.004235522182411757,0.02,pass
C4,water 329.4 K,dh_vap kJ/mol vs IAPWS-95,42.6102438462689,42.638549999999995,0.0006638629533859441,0.02,pass
C4,water 348.5 K,dh_vap kJ/mol vs IAPWS-95,41.93481156564428,41.78992,0.0034671414935534524,0.02,pass
C4,V1/S1,diagnostic: hbar_H2O^V - hbar_H2O^L kJ/mol,42.822914681067076,,,,diagnostic
C4,V2/S2,diagnostic: hbar_H2O^V - hbar_H2O^L kJ/mol,42.434502553400876,,,,diagnostic
start,S1->S2,"continuation vs cold solve, max relative amount difference",0.0,0.0,0.0,1e-08,pass
S3,"360 K, 106.4 kPa, loading 0.45",value-only: liquid density mol/m3,50249.56932979857,,,,evaluated
N6,3C,J row 0,0.1,0.10000000000021103,2.110256414051813e-12,1e-05,pass
N6,3C,J row 1,1.0,1.0000000000047748,4.774847184285074e-12,1e-05,pass
N6,3C,J row 2,0.2,0.19999999999997797,1.1018963519404679e-13,1e-05,pass
N6,3C,J row 3,0.1,0.09999999999998899,1.1018963519404679e-13,1e-05,pass
N6,3C,J row 4,-325312.2884885509,-325312.2885040939,4.777857896039469e-11,1e-05,pass
N6,3C,J row 5,-102151.24728564444,-102151.2472856557,1.1025986158798027e-13,1e-05,pass
N6,3C,J row 6,10000.0,10000.0,0.0,1e-05,pass
N6,3C,J row 7,-0.0072803092359222015,-0.0072803092358874645,4.771359171571978e-12,1e-05,pass
N6,3C,J row 8,0.0,0.0,0.0,1e-05,pass
N6,3C,J row 9,-0.0072803092359222015,-0.0072803092358874645,4.771359171571978e-12,1e-05,pass
N6,3C,J row 10,0.0,0.0,0.0,1e-05,pass
N6,3C,J row 11,0.0,0.0,0.0,1e-05,pass
N6,3C,J row 12,0.0,0.0,0.0,1e-05,pass
N6,3C,J row 13,-2.820092993332672,-2.8200930474469033,1.9188810584520152e-08,1e-05,pass
N6,3C,J row 14,0.009952835786595681,0.009952835786537773,5.8182954402852764e-12,1e-05,pass
N6,3C,J row 15,-6.093817699401985e-08,-6.093817705567062e-08,1.0116938163227362e-09,1e-05,pass
N6,3C,J row 16,-0.029025976131732068,-0.02902597610317248,9.839320680243859e-10,1e-05,pass
N6,3C,J row 17,-0.024070687012902166,-0.02407068710292507,3.7399391804472705e-09,1e-05,pass
N6,3C,J row 18,41.74815680559003,41.748156805667236,1.8493648480598718e-12,1e-05,pass
N6,3C,control: J row 4 set to zero,0.0,-325312.2885040939,1.0,1e-05,control-fails
N6,S2 node,J row 0,0.1,0.09999999999976694,2.33063568444436e-12,1e-05,pass
N6,S2 node,J row 1,1.0,1.0000000000047748,4.774847184285074e-12,1e-05,pass
N6,S2 node,J row 2,0.2,0.19999999999997797,1.1018963519404679e-13,1e-05,pass
N6,S2 node,J row 3,0.1,0.09999999999998899,1.1018963519404679e-13,1e-05,pass
N6,S2 node,J row 4,-324304.08652241784,-324304.08647842705,1.3564673036667875e-10,1e-05,pass
N6,S2 node,J row 5,-102151.24728560114,-102151.24728536466,2.3150297295442176e-12,1e-05,pass
N6,S2 node,J row 6,10000.0,10000.0,0.0,1e-05,pass
N6,S2 node,J row 7,-0.007656969805453382,-0.007656969805786007,4.3440755460446557e-11,1e-05,pass
N6,S2 node,J row 8,0.018718059425427185,0.018718059443756374,9.792248451933657e-10,1e-05,pass
N6,S2 node,J row 9,-0.007656969805453382,-0.007656969805786007,4.3440755460446557e-11,1e-05,pass
N6,S2 node,J row 10,0.018718059425427185,0.018718059443756374,9.792248451933657e-10,1e-05,pass
N6,S2 node,J row 11,-4248.47605567579,-4248.47605987452,9.882907483261718e-10,1e-05,pass
N6,S2 node,J row 12,-4248.47605567579,-4248.47605987452,9.882907483261718e-10,1e-05,pass
N6,S2 node,J row 13,-2.8888193294735185,-2.8888193860723277,1.95923668567956e-08,1e-05,pass
N6,S2 node,J row 14,0.009918933285834548,0.009918933285328613,5.100705455274366e-11,1e-05,pass
N6,S2 node,J row 15,-1.0043041776500484e-07,-1.0043041709059614e-07,6.715183702690388e-09,1e-05,pass
N6,S2 node,J row 16,0.12322534000238738,0.12322534752480865,6.104605440621123e-08,1e-05,pass
N6,S2 node,J row 17,-0.03002600499081688,-0.03002600514843967,5.249542605170109e-09,1e-05,pass
N6,S2 node,J row 18,63.359824716428136,63.35982472228352,9.241477164903909e-11,1e-05,pass
N6,S2 node,control: J row 4 set to zero,0.0,-324304.08647842705,1.0,1e-05,control-fails
budget,all,node-check wall time s,57.532678973002476,,57.532678973002476,600.0,pass
